Pollutant Name: nitrogen (N),,
Pollutant Type: total deposition,,
Units: kg N ha-1 yr-1,,
Year: 2014,,
Resolution: 5km (Midpoint in metres of 5x5km grid square of the OS grid for Great Britain),,
,,
Easting,Northing,Value
377500,537500,23.95
467500,1187500,10.14
617500,222500,7.46
377500,247500,13.59
257500,582500,26.73
432500,342500,15.05
392500,827500,13.29
277500,962500,5.62
297500,527500,9
342500,192500,15.48
407500,592500,11.64
582500,177500,8.26
147500,757500,8.8
322500,962500,6.94
442500,192500,10.82
337500,1047500,9.53
497500,292500,12.1
477500,477500,12.19
162500,497500,9.27
252500,722500,22.29
317500,712500,14.65
422500,597500,8.63
132500,902500,3.99
397500,327500,14.27
212500,927500,4.28
117500,922500,6.49
392500,137500,18.27
182500,767500,10.99
427500,537500,11.31
237500,587500,23.9
267500,767500,7.75
297500,297500,18.46
427500,562500,13.18
297500,657500,15.16
227500,877500,7.39
262500,187500,8.34
412500,157500,13.37
312500,617500,20.23
367500,347500,12.82
517500,267500,10.37
482500,502500,18.96
622500,152500,12.95
112500,487500,13.5
327500,92500,9.5
212500,147500,5.6
252500,737500,19.95
252500,632500,12.61
257500,267500,12.9
542500,167500,15.76
447500,92500,13.46
457500,1137500,10.52
262500,292500,5.76
527500,122500,13.38
357500,852500,9.48
312500,852500,9.43
342500,782500,25.23
447500,292500,12.88
202500,847500,7.19
287500,712500,10.38
332500,707500,10.75
282500,297500,15.63
12500,902500,13.36
447500,177500,12.54
437500,387500,19.65
172500,727500,13.13
197500,697500,13.28
567500,242500,10.88
487500,262500,11.51
177500,872500,3.55
507500,397500,11.07
557500,207500,8.71
292500,372500,13.22
477500,512500,16.99
377500,437500,21.27
517500,137500,13.84
247500,967500,6.61
342500,707500,10.47
237500,347500,7.55
442500,367500,19.71
647500,292500,10.1
417500,1147500,7.48
472500,327500,12.55
557500,367500,11.17
472500,482500,11.96
337500,197500,13.99
97500,507500,9.51
232500,772500,14.77
442500,447500,13.01
22500,517500,7.54
277500,82500,17.54
512500,342500,11.36
502500,192500,14.24
297500,117500,12.56
122500,547500,11.81
397500,572500,9.48
242500,647500,10.69
332500,847500,10.77
422500,357500,24.1
182500,707500,9.78
602500,332500,14.46
142500,727500,6.5
362500,382500,11.99
447500,542500,9.93
212500,67500,15.46
322500,357500,17.24
247500,767500,11.65
142500,762500,6.69
452500,222500,12.37
452500,1147500,9.96
367500,547500,17.48
487500,192500,17.21
347500,357500,10.42
132500,662500,7.75
367500,827500,13.16
272500,102500,10.38
502500,172500,13.73
502500,452500,12.41
602500,212500,9.61
482500,132500,16.74
437500,412500,16
352500,572500,12.8
252500,727500,20.33
282500,782500,10.99
212500,552500,11.99
467500,232500,13.14
172500,27500,10.86
447500,102500,12.48
177500,677500,9.26
522500,202500,13.15
602500,207500,7.03
417500,622500,8.58
262500,702500,11.35
527500,207500,12.42
332500,237500,17.5
432500,1172500,8.31
132500,842500,6.94
362500,427500,21.63
357500,152500,17.01
252500,647500,15
327500,952500,6.79
502500,322500,11.2
107500,537500,7.34
257500,257500,10.87
112500,552500,9.53
357500,487500,14.61
452500,1142500,22.69
457500,1162500,8.4
467500,277500,13.24
492500,352500,9.44
407500,837500,9.76
407500,142500,10.72
432500,267500,12.94
397500,287500,17.51
202500,852500,7.82
487500,432500,14.09
357500,432500,14.09
232500,852500,6.37
302500,937500,7.88
67500,492500,5.71
427500,402500,31.97
92500,892500,4.24
352500,542500,14.81
392500,192500,12.21
212500,757500,16.08
512500,447500,15.25
387500,362500,16.59
492500,262500,10.94
432500,517500,9.03
277500,747500,12.09
152500,727500,10.74
322500,267500,20.08
397500,867500,7.75
362500,442500,15.57
342500,172500,10.56
647500,262500,10.01
342500,632500,17.81
102500,577500,11.42
302500,707500,18.14
357500,192500,11.4
512500,302500,11.4
267500,647500,14.66
382500,867500,13.72
452500,1177500,8.94
192500,637500,10.83
352500,352500,13.86
377500,427500,28.24
62500,482500,7.77
137500,932500,4.31
607500,282500,13.1
337500,1017500,9.72
342500,637500,15.67
297500,272500,16.19
312500,692500,10.35
242500,627500,10.27
347500,482500,12.33
302500,947500,8.33
527500,442500,12.16
392500,622500,21.74
567500,247500,11.49
542500,147500,11.05
487500,342500,9.19
392500,207500,16.03
317500,657500,11.76
442500,422500,14.53
227500,837500,6.61
432500,352500,21.45
412500,202500,10.23
332500,337500,16.6
287500,237500,15.48
322500,872500,5.21
452500,147500,17.06
372500,427500,23.4
182500,672500,13.25
522500,142500,14.77
172500,657500,7.33
347500,337500,14.7
277500,862500,3.56
112500,522500,7.02
102500,537500,10.52
377500,212500,11.74
412500,112500,15.51
372500,97500,14.8
597500,237500,8.53
302500,362500,17.82
372500,87500,8.17
457500,482500,17.88
562500,142500,15.09
562500,252500,10.8
297500,62500,7.91
367500,857500,12.26
252500,207500,15.22
332500,127500,8.78
102500,482500,10.93
272500,832500,6.2
527500,382500,12.27
192500,692500,13.84
397500,297500,17.26
282500,702500,10.56
417500,212500,13
327500,237500,21.86
492500,247500,9.36
82500,477500,10.38
322500,187500,16.11
407500,402500,27.71
437500,512500,7.91
622500,222500,8.83
22500,487500,6.91
427500,1167500,7.27
327500,552500,9.74
357500,557500,14.46
377500,377500,14.03
502500,317500,11.06
377500,867500,8.59
182500,712500,9.8
602500,187500,9.42
297500,642500,11.64
327500,267500,15.03
177500,52500,9.02
152500,962500,4.59
532500,432500,10.64
517500,452500,14.59
252500,837500,5.81
362500,707500,5.54
267500,252500,15.75
357500,562500,12.79
332500,512500,44.56
332500,852500,10.65
342500,842500,11.47
567500,172500,12.03
292500,72500,9.01
342500,752500,10.93
202500,647500,17.26
612500,167500,10.95
162500,827500,7.4
472500,367500,14.13
372500,402500,13.67
527500,162500,14.08
202500,707500,17.29
292500,167500,5.93
402500,652500,9.75
402500,242500,11.48
22500,537500,6.92
252500,802500,7.67
432500,252500,10.6
462500,207500,11.14
247500,952500,10.38
272500,332500,15.91
27500,517500,8.37
197500,652500,13.36
382500,167500,11.73
422500,232500,13.92
512500,167500,13.37
307500,142500,9.04
582500,277500,14.41
177500,522500,6.23
127500,542500,7.84
317500,722500,8.45
67500,802500,5.64
352500,742500,11.24
452500,477500,12.88
372500,312500,15.3
397500,407500,23.22
352500,1027500,7.34
342500,597500,20.74
182500,67500,5.92
442500,197500,11.18
117500,467500,9.1
237500,762500,14.12
182500,657500,10.85
207500,632500,11.63
247500,792500,9.83
462500,452500,11.5
232500,577500,19.24
287500,557500,13.58
327500,792500,16.44
132500,857500,5.86
242500,232500,14.18
417500,282500,16.41
267500,632500,14.46
467500,227500,10.4
247500,757500,12
312500,267500,15.98
187500,732500,9.93
277500,312500,20.88
427500,312500,10.93
612500,247500,10.58
157500,847500,5.71
442500,342500,13.21
427500,202500,8.99
232500,117500,13.4
262500,942500,5.86
592500,322500,14.2
437500,447500,15.54
237500,72500,14.91
262500,107500,11.95
272500,642500,14.73
62500,507500,16.73
127500,642500,5.87
432500,207500,10.51
312500,922500,10.5
317500,547500,9.06
517500,292500,11.06
327500,662500,11.5
602500,152500,13.51
107500,477500,13.07
527500,332500,8.22
202500,662500,9.19
252500,642500,16.16
402500,102500,15.4
342500,817500,12.19
402500,457500,20.58
342500,662500,10.41
297500,822500,5.27
317500,932500,7.22
567500,317500,9.86
372500,647500,10.4
357500,372500,13.8
192500,757500,10.79
617500,327500,11.98
332500,732500,6.53
282500,347500,19.81
492500,177500,11.47
247500,62500,10.41
267500,307500,9.84
407500,302500,15.3
332500,522500,35
352500,597500,24.77
522500,107500,10.1
182500,877500,3.96
72500,507500,7.78
357500,577500,16.87
517500,262500,10.03
367500,317500,9.9
82500,527500,9.46
332500,722500,8.33
287500,597500,19.48
127500,952500,3.78
92500,587500,14.88
337500,272500,12.91
522500,247500,8.59
207500,772500,9.57
182500,667500,10.72
267500,302500,8.89
222500,717500,17.64
132500,922500,4.5
442500,122500,17.32
227500,917500,7.3
287500,817500,6.31
587500,302500,12.27
162500,857500,4.69
362500,587500,27.17
257500,797500,6.73
282500,37500,7.49
217500,647500,7.31
312500,782500,15.69
117500,752500,4.63
267500,337500,11.9
237500,612500,12.88
497500,242500,10.7
467500,457500,12.9
307500,657500,14.99
292500,67500,10.35
302500,697500,8.32
277500,57500,14.19
412500,502500,16.78
457500,357500,18.96
422500,137500,11.51
232500,582500,22.73
377500,792500,23.9
452500,1137500,13.46
472500,372500,12.23
417500,217500,13.94
587500,292500,13.45
187500,627500,7.95
67500,527500,9.72
122500,807500,7.22
532500,207500,15.95
212500,587500,13.09
602500,257500,11.66
637500,302500,10.46
227500,582500,18.21
352500,737500,11.1
472500,152500,16.21
402500,392500,21.23
162500,622500,9.59
622500,242500,13.28
42500,477500,4.16
337500,762500,14.06
152500,522500,12.79
272500,362500,25.48
227500,552500,14
257500,802500,7.29
382500,472500,20.47
347500,347500,9.56
422500,432500,17.35
432500,382500,22.45
212500,82500,13.5
232500,817500,6.07
137500,917500,4.43
367500,72500,7.32
562500,172500,12.18
352500,497500,17.49
87500,872500,3.89
507500,117500,13.58
277500,872500,3.25
487500,282500,13.07
492500,367500,13.65
297500,692500,8.2
417500,1162500,7.53
452500,427500,11.18
357500,687500,7.71
307500,517500,12
102500,742500,4.9
497500,322500,11.34
492500,332500,12.57
217500,67500,15.91
27500,512500,7.79
402500,512500,21.6
617500,277500,12.22
332500,242500,16.93
177500,762500,10.53
237500,792500,8.51
252500,907500,5.39
272500,817500,7.02
382500,792500,19.03
377500,187500,14.12
417500,142500,11.97
317500,957500,6.06
222500,967500,5.17
592500,142500,10.39
432500,527500,10.46
327500,317500,13.84
242500,532500,9.66
402500,532500,21.13
182500,642500,15.93
307500,957500,8
197500,197500,7.61
107500,752500,4.11
337500,97500,13.21
317500,257500,15.52
147500,27500,8.28
387500,812500,13.43
207500,47500,8.58
612500,257500,13.5
252500,652500,15.07
372500,202500,11.69
407500,472500,25.06
212500,882500,7.15
557500,107500,13.94
107500,897500,5.48
257500,897500,6.14
22500,542500,10.54
367500,677500,8.02
357500,412500,17.95
282500,842500,6.11
57500,507500,16.52
477500,287500,14.65
147500,42500,8.15
167500,42500,11.2
322500,527500,22.16
422500,332500,13.66
177500,202500,5.17
22500,497500,11.79
277500,622500,19.54
352500,792500,25.05
137500,502500,14.48
112500,907500,6.12
602500,292500,15.5
372500,137500,13.88
262500,747500,15.63
357500,1042500,7.63
347500,237500,11.33
417500,637500,7.74
332500,392500,11.01
362500,572500,17.39
387500,667500,12.27
227500,752500,18.39
472500,352500,10.59
312500,527500,11.69
392500,857500,11.6
422500,497500,12.19
287500,337500,18.12
407500,92500,14.13
257500,962500,6.57
442500,407500,16.28
427500,432500,16.81
347500,622500,14.57
257500,932500,6.63
397500,612500,15.22
252500,112500,12.38
472500,137500,16.91
602500,232500,9.15
272500,37500,7.63
337500,312500,16.58
402500,352500,22.88
7500,522500,7.98
232500,737500,19.77
502500,137500,12.54
262500,377500,8.81
137500,677500,8.06
232500,842500,5.33
512500,307500,9.92
637500,272500,10.65
412500,302500,15.83
222500,902500,5.11
402500,502500,21.24
292500,832500,5.83
252500,557500,14.19
127500,717500,5.2
607500,152500,13.89
247500,732500,19.11
262500,727500,16.73
152500,662500,9.86
367500,487500,18.35
382500,857500,11.98
47500,487500,6.55
317500,247500,13.8
132500,667500,8.56
302500,617500,26.46
347500,827500,15.06
432500,372500,22.49
337500,982500,5.33
397500,842500,12.53
532500,132500,16.45
167500,17500,7.87
512500,237500,9.96
362500,602500,27.18
452500,232500,13.45
457500,302500,14.86
332500,987500,5.95
382500,137500,14.34
102500,912500,5.71
457500,1192500,11.04
272500,257500,16.76
152500,717500,7.59
322500,312500,14.75
307500,622500,21.69
462500,337500,12.18
187500,752500,9.53
507500,482500,13.16
327500,692500,10.96
287500,937500,5.96
592500,137500,9.67
377500,482500,22.58
172500,807500,5.2
477500,237500,11.67
482500,127500,16.39
272500,217500,15.23
437500,167500,15.34
387500,382500,14.97
472500,407500,13.46
307500,367500,14.66
477500,362500,13.12
557500,152500,11.89
497500,457500,14.14
497500,422500,14.08
257500,907500,6.03
237500,597500,27.26
167500,852500,5.07
342500,217500,14.25
147500,22500,6.47
302500,637500,12.87
512500,272500,8.83
227500,232500,16.52
287500,907500,5.3
392500,522500,17.01
372500,652500,11.58
357500,342500,14.49
447500,1137500,14.31
337500,1012500,10.23
537500,172500,13.97
247500,502500,9.15
227500,707500,22.21
642500,277500,10.78
377500,387500,15.43
452500,327500,13.03
352500,332500,10.83
462500,332500,14.04
292500,172500,6.81
447500,212500,10.83
587500,187500,11.68
532500,247500,7.82
287500,562500,15.32
232500,717500,25.09
262500,712500,14.95
337500,277500,12.76
302500,942500,8.7
232500,647500,9.56
172500,612500,13.23
432500,452500,16.42
567500,217500,8.47
172500,662500,7.69
177500,797500,5.89
327500,1002500,11.08
82500,572500,8.82
267500,637500,16.22
592500,242500,8.31
217500,662500,8
297500,302500,18.89
437500,1127500,10.72
142500,532500,15.05
312500,237500,14.12
277500,37500,7.79
217500,667500,9.86
407500,307500,14.52
567500,157500,11.93
267500,852500,3.88
272500,712500,13.21
407500,422500,30.25
302500,712500,17.57
267500,787500,6.86
252500,947500,9.65
147500,727500,9.13
212500,872500,7.24
462500,417500,10.85
197500,57500,14.53
447500,357500,17.43
317500,532500,13.66
337500,602500,22.34
172500,32500,12.11
377500,367500,13.73
412500,357500,21.9
227500,642500,9.76
242500,392500,9.18
257500,377500,9.71
227500,827500,7.08
377500,572500,17.52
327500,282500,15.15
212500,867500,6.67
327500,142500,9.35
347500,707500,8.44
402500,257500,11.22
402500,317500,19.26
317500,117500,15.78
262500,77500,17.55
262500,752500,15.72
397500,262500,10.37
162500,717500,8.22
277500,612500,22.96
437500,422500,13.27
357500,797500,24.14
447500,257500,11.76
17500,502500,8.06
242500,262500,7.79
247500,217500,15.3
257500,237500,17.41
242500,802500,7.96
57500,567500,7.13
392500,97500,13.02
162500,742500,12.46
322500,597500,19.35
107500,582500,9.25
357500,602500,27.79
217500,322500,5.09
432500,542500,11.41
232500,692500,15.64
532500,347500,9.42
432500,502500,9.94
427500,547500,11.16
377500,617500,14.53
562500,312500,9.81
317500,182500,13.72
492500,477500,14.21
207500,782500,8.09
457500,382500,14.26
482500,472500,13.19
597500,332500,10.85
447500,422500,14.73
302500,572500,17.93
167500,52500,7.73
27500,482500,5.59
347500,502500,22.75
262500,147500,11.35
387500,457500,17.53
302500,217500,22.94
182500,652500,11.72
247500,807500,8.02
387500,467500,22.1
507500,277500,9.78
492500,307500,12.58
422500,1067500,7.13
227500,57500,11.55
182500,837500,4.57
527500,262500,8.42
392500,502500,28.25
547500,212500,10.75
357500,867500,7.11
312500,277500,15.32
247500,687500,11.69
332500,157500,6.99
512500,322500,8.59
307500,762500,10.16
247500,672500,12.41
292500,732500,13.29
497500,382500,11.52
382500,407500,17.72
627500,157500,10.21
397500,547500,17.87
327500,642500,17.79
422500,352500,18.48
577500,297500,13.59
372500,237500,12.97
217500,822500,7.89
457500,437500,10.96
227500,742500,16.9
502500,362500,10.74
372500,447500,20.8
412500,162500,13.68
252500,212500,15.91
222500,72500,17.39
457500,197500,10.41
122500,567500,10.61
287500,882500,3.9
322500,467500,9.55
362500,637500,10.79
187500,742500,8.21
232500,782500,10.2
97500,567500,16.32
177500,687500,10.35
517500,182500,15.66
612500,287500,11.93
417500,397500,38.42
452500,387500,14.15
437500,572500,10.81
292500,232500,20.33
172500,672500,8.58
267500,762500,8.9
492500,117500,17.77
372500,327500,11.06
232500,382500,7.39
542500,212500,10.06
417500,287500,16.27
347500,342500,10.75
487500,172500,11.32
502500,397500,11.71
612500,222500,8.3
347500,817500,12.3
197500,557500,10.64
302500,592500,21.56
617500,217500,9.39
287500,777500,8.55
72500,527500,13.93
612500,317500,14.72
377500,122500,11.37
367500,847500,11.61
92500,477500,8.61
472500,182500,13.36
422500,327500,12.69
622500,287500,13.24
417500,267500,11.98
282500,942500,5.53
157500,767500,7.48
357500,792500,27.46
422500,122500,16.8
312500,802500,13.42
62500,582500,5.9
557500,227500,10.23
237500,382500,7.91
537500,312500,8.35
382500,572500,13.75
482500,207500,11.81
467500,302500,12.84
422500,422500,17.63
307500,377500,12.1
412500,607500,13.84
457500,447500,12.79
492500,132500,18.02
282500,312500,20.04
367500,632500,8.83
127500,557500,8.89
522500,212500,14.42
372500,332500,15.24
527500,232500,11.72
477500,182500,12.23
237500,662500,14.64
272500,757500,13.13
507500,412500,13.86
337500,967500,7.52
247500,77500,13.32
247500,492500,15.18
332500,517500,41.91
407500,107500,14.75
312500,242500,15.79
347500,1007500,8.36
602500,247500,7.89
587500,137500,12
422500,1072500,16.34
427500,467500,19.57
327500,737500,10.76
437500,307500,12.72
472500,237500,12.09
152500,512500,12.03
407500,397500,29.72
92500,872500,3.35
322500,537500,13.61
387500,397500,15.54
432500,227500,14.38
157500,667500,9.32
442500,172500,14.12
267500,847500,5.07
172500,522500,8.22
267500,887500,6.22
402500,122500,14.28
332500,862500,9.86
387500,782500,18.59
407500,347500,20.84
402500,452500,19.81
497500,472500,16.37
437500,1162500,9.78
162500,817500,5.4
227500,842500,6.07
222500,862500,5.7
137500,687500,6.39
547500,327500,8.76
117500,667500,6.41
67500,872500,4.82
232500,367500,6.39
467500,357500,12.41
507500,217500,13.66
412500,497500,18.78
242500,812500,5.09
432500,82500,8.55
467500,1167500,9.22
522500,187500,16.51
582500,227500,11.58
612500,337500,13.24
312500,482500,9.95
432500,577500,8.6
62500,477500,9.43
252500,147500,8.81
272500,912500,5.52
172500,767500,8.43
132500,612500,8.38
162500,777500,6.12
72500,817500,4.85
132500,472500,10.91
377500,92500,12.63
552500,327500,8.39
417500,527500,10.74
82500,517500,8.6
142500,937500,4.43
237500,742500,21.79
547500,282500,8.28
392500,342500,17.25
282500,192500,14.18
367500,342500,13.35
352500,862500,10.65
137500,657500,8.31
267500,232500,13.04
237500,487500,16.72
457500,162500,15.18
322500,957500,5.72
277500,332500,18.94
487500,377500,11.16
182500,232500,5.93
187500,227500,7.97
417500,537500,13.09
272500,747500,15.09
137500,957500,3.64
312500,947500,7.33
222500,897500,6.05
342500,657500,15.05
327500,682500,8.91
357500,172500,12.76
177500,697500,9.1
542500,412500,11.29
147500,947500,4.43
197500,227500,11.84
532500,407500,11.53
352500,632500,12.83
417500,362500,26.53
352500,282500,12.14
557500,362500,11.76
72500,567500,10.23
277500,727500,15.94
267500,657500,13.23
202500,37500,7.16
632500,317500,12.32
312500,187500,15.85
237500,947500,9.83
362500,632500,9.75
