Easting,Northing,NO2_NO3,NH3_NH4,SO2_SO4_NM
472500,477500,0.53,2.16,0.37
367500,137500,0.5,3.14,0.22
297500,647500,0.36,1.26,0.22
407500,252500,0.55,1.37,0.25
532500,162500,0.77,1.35,0.29
447500,257500,0.73,1.7,0.3
577500,272500,0.6,1.41,0.25
582500,272500,0.62,1.38,0.26
167500,797500,0.21,0.2,0.16
427500,92500,0.47,0.82,0.23
592500,112500,0.58,0.55,0.23
632500,167500,0.69,0.95,0.24
372500,247500,0.55,1.67,0.28
262500,42500,0.39,0.52,0.19
272500,842500,0.21,0.46,0.12
252500,127500,0.49,1.53,0.27
452500,197500,0.63,1.33,0.22
237500,652500,0.34,1.66,0.25
217500,887500,0.29,0.28,0.19
377500,497500,1.11,1.83,0.84
412500,402500,1.3,1.77,0.86
312500,807500,0.71,0.63,0.42
427500,297500,0.7,1.69,0.34
317500,742500,0.3,0.97,0.19
67500,797500,0.23,0.3,0.16
447500,477500,0.47,2.41,0.32
532500,197500,0.77,1.23,0.28
567500,167500,0.77,1.02,0.33
377500,627500,0.44,1.29,0.26
592500,247500,0.68,1.34,0.28
397500,302500,0.78,2.01,0.42
392500,347500,0.74,2.19,0.5
177500,632500,0.37,0.73,0.23
377500,847500,0.37,1.33,0.21
397500,602500,0.6,1.27,0.36
327500,312500,0.42,1.79,0.25
332500,792500,0.67,0.71,0.42
297500,667500,0.46,1.35,0.33
132500,492500,0.45,3.09,0.26
147500,857500,0.32,0.33,0.23
512500,322500,0.64,1.55,0.29
117500,557500,0.31,2.87,0.2
167500,702500,0.29,0.4,0.2
367500,417500,0.81,1.49,0.57
307500,127500,0.55,1.68,0.28
172500,807500,0.24,0.22,0.18
317500,92500,0.47,1.45,0.21
352500,257500,0.5,1.92,0.27
437500,1132500,0.37,0.46,0.21
257500,862500,0.19,0.38,0.1
352500,752500,0.44,1.24,0.28
282500,797500,0.33,0.28,0.18
487500,417500,0.61,1.51,0.45
617500,167500,0.71,0.83,0.26
482500,257500,0.75,1.8,0.29
292500,947500,0.3,0.33,0.17
187500,222500,0.38,1.24,0.21
232500,117500,0.54,2,0.29
312500,137500,0.59,1.35,0.31
232500,377500,0.34,1.07,0.2
152500,932500,0.18,0.2,0.12
567500,327500,0.64,0.94,0.3
612500,302500,0.65,2.24,0.3
232500,952500,0.36,0.34,0.23
352500,747500,0.48,1.21,0.3
402500,452500,0.75,1.88,0.54
292500,602500,0.55,1.14,0.33
297500,932500,0.32,0.3,0.17
227500,657500,0.39,0.86,0.26
52500,527500,0.27,2.16,0.17
347500,602500,0.69,1.15,0.42
497500,142500,0.66,1.07,0.3
257500,602500,0.61,1.2,0.42
302500,287500,0.58,1.36,0.35
272500,857500,0.16,0.51,0.09
437500,347500,0.78,2.24,0.51
287500,967500,0.21,0.26,0.12
462500,147500,0.78,1.42,0.31
492500,467500,0.73,1.98,0.51
497500,387500,0.64,2.07,0.36
502500,177500,0.77,1.42,0.3
342500,477500,0.41,0.97,0.31
347500,147500,0.41,2.02,0.19
542500,97500,0.52,0.5,0.22
192500,657500,0.35,0.59,0.23
207500,227500,0.53,1.54,0.35
347500,92500,0.4,1.64,0.19
222500,882500,0.41,0.35,0.26
342500,662500,0.46,1.24,0.27
377500,662500,0.53,1.23,0.3
117500,942500,0.22,0.24,0.16
432500,247500,0.62,1.64,0.26
492500,177500,0.65,1.32,0.27
572500,107500,0.58,0.84,0.25
267500,602500,0.71,1.42,0.5
337500,567500,0.28,1.97,0.2
437500,382500,0.86,1.67,0.59
397500,627500,0.76,1.32,0.46
307500,387500,0.31,0.47,0.21
267500,822500,0.47,0.36,0.26
417500,397500,1.47,1.95,0.98
517500,287500,0.7,1.45,0.3
197500,562500,0.34,1.09,0.17
152500,497500,0.46,2.15,0.27
517500,292500,0.71,1.53,0.32
452500,262500,0.73,1.66,0.29
252500,382500,0.39,1.02,0.25
197500,792500,0.43,0.47,0.36
182500,642500,0.42,0.75,0.29
242500,782500,0.38,0.35,0.25
357500,472500,0.48,2.1,0.35
377500,537500,0.96,1.49,0.6
557500,232500,0.75,1.39,0.3
287500,607500,0.54,1.19,0.35
537500,387500,0.69,1.93,0.36
332500,627500,0.67,1.12,0.42
517500,382500,0.69,1.86,0.34
327500,832500,0.43,0.61,0.23
582500,122500,0.69,1.03,0.28
212500,232500,0.61,1.34,0.41
262500,657500,0.45,2.32,0.32
237500,952500,0.38,0.38,0.25
297500,222500,0.96,1.41,0.6
357500,397500,0.57,1.5,0.53
427500,602500,0.43,0.96,0.27
202500,802500,0.43,0.44,0.35
317500,117500,0.57,1.92,0.28
472500,307500,0.81,1.84,0.33
542500,142500,0.69,1.19,0.31
297500,172500,0.47,1.37,0.27
277500,842500,0.25,0.36,0.14
337500,717500,0.39,1.2,0.27
357500,1027500,0.29,0.35,0.16
367500,572500,0.47,0.92,0.29
402500,457500,0.78,1.36,0.53
552500,112500,0.54,1.68,0.25
432500,1192500,0.35,0.44,0.19
567500,222500,0.7,1.23,0.28
597500,327500,0.67,1.44,0.31
132500,722500,0.2,0.29,0.12
432500,547500,0.5,1.62,0.37
287500,192500,0.71,1.11,0.47
437500,157500,0.74,1.2,0.29
392500,167500,0.54,1.91,0.23
412500,92500,0.54,0.98,0.26
432500,457500,0.58,2.01,0.47
382500,592500,0.67,1.06,0.41
592500,207500,0.65,0.89,0.28
247500,347500,0.45,0.94,0.29
337500,347500,0.46,2.35,0.34
342500,617500,0.59,1.03,0.36
532500,272500,0.65,1.53,0.29
177500,602500,0.27,0.5,0.16
292500,772500,0.52,0.48,0.29
347500,652500,0.61,1.31,0.36
362500,597500,0.79,1.22,0.5
412500,142500,0.59,1.4,0.23
512500,252500,0.63,1.24,0.24
332500,727500,0.31,0.59,0.22
392500,607500,0.66,1.11,0.39
297500,532500,0.32,0.58,0.21
257500,257500,0.44,1.2,0.3
277500,732500,0.72,0.79,0.44
172500,497500,0.31,1.19,0.15
292500,327500,0.95,1.55,0.63
297500,352500,0.73,1.32,0.48
367500,112500,0.52,2.47,0.25
402500,187500,0.58,1.69,0.23
402500,417500,1,1.76,0.7
402500,647500,0.39,0.9,0.23
512500,187500,0.72,1.26,0.25
212500,667500,0.28,0.55,0.2
337500,857500,0.32,0.67,0.16
437500,527500,0.47,1.91,0.33
287500,102500,0.42,1.63,0.2
557500,312500,0.61,1.32,0.3
577500,152500,0.68,1.17,0.27
282500,212500,0.72,1.23,0.5
282500,367500,0.63,1.48,0.44
427500,402500,1.07,2.55,0.78
247500,792500,0.55,0.46,0.35
257500,367500,0.48,1.25,0.35
332500,662500,0.43,1.31,0.27
317500,932500,0.27,0.52,0.15
292500,267500,0.71,1.16,0.44
412500,392500,1.3,1.75,0.85
372500,822500,0.41,1.26,0.23
307500,612500,0.62,1.15,0.39
182500,882500,0.22,0.18,0.13
282500,67500,0.6,1.63,0.34
432500,512500,0.45,1.99,0.36
127500,842500,0.26,0.28,0.19
362500,92500,0.51,1.84,0.23
487500,162500,0.68,0.88,0.26
392500,252500,0.53,1.63,0.26
217500,767500,0.59,0.62,0.45
557500,362500,0.63,0.96,0.29
337500,197500,0.56,1.47,0.31
542500,422500,0.61,0.66,0.37
417500,257500,0.58,1.52,0.25
372500,812500,0.46,1.06,0.26
32500,532500,0.22,1.09,0.15
32500,552500,0.34,0.95,0.24
257500,847500,0.16,0.34,0.11
432500,377500,0.88,1.74,0.58
537500,362500,0.64,2.89,0.29
162500,47500,0.41,0.46,0.23
202500,577500,0.36,0.71,0.23
222500,597500,0.4,4,0.27
272500,617500,0.55,1.13,0.37
317500,552500,0.27,1.96,0.19
427500,377500,1.06,1.65,0.69
527500,422500,0.65,1.73,0.51
187500,657500,0.35,0.62,0.23
227500,112500,0.45,1.63,0.21
192500,672500,0.36,0.62,0.24
297500,757500,0.38,0.54,0.22
322500,972500,0.25,0.55,0.14
332500,157500,0.42,1.24,0.21
497500,282500,0.71,1.47,0.3
512500,307500,0.66,1.72,0.29
257500,372500,0.38,1.14,0.26
277500,837500,0.3,0.3,0.16
372500,307500,0.58,1.78,0.3
127500,647500,0.25,0.36,0.13
397500,192500,0.59,1.51,0.25
272500,697500,0.37,1.1,0.27
327500,567500,0.29,1.72,0.19
292500,117500,0.54,1.84,0.27
337500,392500,0.53,1.41,0.34
407500,492500,0.79,1.53,0.55
537500,347500,0.65,1.46,0.31
137500,722500,0.21,0.3,0.13
262500,867500,0.18,0.38,0.1
347500,657500,0.6,1.02,0.34
87500,557500,0.54,1.52,0.33
397500,542500,0.77,1.21,0.48
417500,157500,0.65,1.55,0.25
302500,942500,0.33,0.37,0.19
317500,242500,0.55,1.3,0.31
592500,132500,0.63,1.28,0.25
297500,642500,0.37,1.63,0.23
287500,187500,0.54,1.05,0.34
342500,652500,0.64,1.31,0.38
387500,537500,0.84,1.4,0.53
227500,937500,0.35,0.33,0.22
507500,427500,0.7,1.24,0.55
117500,907500,0.31,0.29,0.22
147500,512500,0.46,2.81,0.27
167500,832500,0.25,0.25,0.2
287500,827500,0.38,0.32,0.2
407500,122500,0.61,1.5,0.27
117500,797500,0.25,0.27,0.18
282500,577500,0.43,1.25,0.29
337500,387500,0.51,1.2,0.37
272500,702500,0.32,0.77,0.22
437500,512500,0.43,1.66,0.31
432500,177500,0.76,1.6,0.3
492500,222500,0.7,1.55,0.28
222500,652500,0.31,0.74,0.21
62500,542500,0.38,1.63,0.24
232500,592500,0.6,1.31,0.42
397500,447500,0.73,2.07,0.54
392500,197500,0.64,1.45,0.27
432500,367500,0.97,2.02,0.63
387500,287500,0.62,1.5,0.33
77500,802500,0.21,0.22,0.14
237500,567500,0.37,1.1,0.25
302500,637500,0.41,1.39,0.25
307500,817500,0.37,0.36,0.19
192500,627500,0.32,0.65,0.18
417500,457500,0.75,1.8,0.53
442500,157500,0.77,1.21,0.3
442500,172500,0.68,1.54,0.25
252500,92500,0.6,1.55,0.31
447500,307500,0.77,2.04,0.39
202500,897500,0.21,0.19,0.14
337500,1017500,0.32,0.71,0.19
222500,242500,0.47,1.66,0.34
202500,227500,0.49,1.79,0.31
277500,317500,0.73,1.29,0.51
302500,572500,0.36,1.46,0.26
312500,692500,0.4,1.13,0.34
382500,557500,0.59,1.41,0.37
542500,172500,0.72,1.15,0.26
362500,297500,0.53,1.85,0.27
542500,332500,0.62,0.99,0.27
407500,412500,1.1,2.07,0.82
292500,367500,0.55,1.6,0.37
537500,142500,0.67,1.19,0.3
607500,117500,0.61,0.65,0.27
212500,882500,0.34,0.31,0.23
467500,442500,0.51,1.55,0.43
282500,917500,0.31,0.29,0.17
492500,352500,0.65,1.76,0.32
32500,487500,0.35,1.15,0.24
222500,612500,0.28,0.59,0.19
272500,622500,0.52,1.02,0.34
312500,232500,0.59,1.37,0.36
287500,797500,0.52,0.38,0.28
322500,332500,0.69,1.59,0.4
497500,422500,0.63,1.22,0.49
522500,202500,0.82,1.27,0.28
537500,207500,0.73,1.46,0.31
257500,852500,0.17,0.51,0.1
292500,227500,0.8,1.45,0.54
497500,172500,0.67,1.14,0.27
287500,127500,0.61,1.41,0.31
587500,227500,0.68,1.47,0.31
337500,577500,0.35,1.37,0.22
247500,722500,0.77,0.93,0.51
352500,852500,0.34,0.94,0.18
157500,512500,0.38,2.13,0.22
472500,517500,0.62,1.69,0.42
242500,687500,0.35,0.84,0.25
367500,377500,0.53,2.18,0.42
427500,282500,0.76,2.05,0.33
457500,277500,0.71,1.87,0.26
382500,802500,0.47,1,0.28
262500,247500,0.58,1.35,0.39
342500,802500,0.44,0.65,0.24
632500,287500,0.61,1.95,0.28
222500,52500,0.45,1.05,0.23
352500,157500,0.56,2.07,0.26
467500,97500,0.57,0.73,0.29
277500,122500,0.51,1.62,0.25
267500,142500,0.68,1.38,0.36
397500,132500,0.61,1.5,0.26
257500,787500,0.41,0.36,0.25
447500,217500,0.64,1.43,0.27
397500,367500,0.9,2.11,0.55
167500,37500,0.57,1.51,0.34
382500,187500,0.64,1.62,0.28
427500,352500,0.86,2.3,0.52
312500,552500,0.26,1.71,0.18
402500,82500,0.52,0.84,0.26
462500,287500,0.77,2.41,0.32
347500,547500,0.34,2.22,0.23
462500,167500,0.65,1.73,0.27
117500,587500,0.27,2.54,0.16
207500,687500,0.54,0.81,0.39
487500,292500,0.76,2.14,0.33
147500,787500,0.22,0.26,0.13
572500,332500,0.67,1.37,0.31
262500,242500,0.57,1.32,0.39
142500,497500,0.54,2.47,0.29
207500,737500,0.35,0.44,0.27
227500,382500,0.33,0.67,0.18
237500,372500,0.36,1.26,0.21
252500,637500,0.33,1.72,0.23
47500,497500,0.24,2.06,0.18
442500,247500,0.73,1.76,0.29
437500,532500,0.49,1.69,0.34
392500,812500,0.44,1.14,0.27
247500,592500,0.66,1.38,0.5
347500,677500,0.33,1.05,0.21
187500,42500,0.43,1.22,0.23
242500,122500,0.53,2.02,0.3
352500,632500,0.47,1.16,0.28
357500,442500,0.54,2.72,0.35
377500,137500,0.63,2.2,0.28
422500,102500,0.54,0.81,0.24
432500,572500,0.5,1.26,0.33
367500,562500,0.52,1.22,0.34
162500,822500,0.26,0.29,0.2
332500,622500,0.73,1.23,0.46
457500,367500,0.73,1.46,0.57
132500,842500,0.27,0.32,0.2
312500,142500,0.54,1,0.27
337500,487500,0.53,1.13,0.43
327500,622500,0.76,1.23,0.48
417500,347500,0.73,3.59,0.42
287500,602500,0.42,1.22,0.27
502500,367500,0.66,1.78,0.33
532500,242500,0.66,1.43,0.26
647500,282500,0.59,1.54,0.27
447500,207500,0.64,1.28,0.24
467500,112500,0.64,1.18,0.34
232500,852500,0.34,0.29,0.2
202500,547500,0.34,0.77,0.15
227500,852500,0.33,0.29,0.21
237500,847500,0.33,0.27,0.2
367500,547500,0.66,1.24,0.42
607500,267500,0.64,3.05,0.27
482500,107500,0.55,1.89,0.26
322500,607500,0.66,1.13,0.39
467500,147500,0.73,2.4,0.31
477500,337500,0.65,1.75,0.31
577500,162500,0.85,1.15,0.34
457500,507500,0.67,1.79,0.46
477500,407500,0.58,1.73,0.42
352500,1037500,0.29,0.36,0.16
57500,547500,0.28,1.64,0.18
327500,1022500,0.3,0.95,0.18
407500,372500,1.07,2.37,0.75
172500,687500,0.29,0.44,0.19
452500,172500,0.7,1.49,0.26
217500,112500,0.38,0.46,0.17
552500,202500,0.69,1.24,0.27
247500,912500,0.31,0.29,0.18
547500,157500,0.83,1.6,0.32
242500,537500,0.34,1.4,0.17
227500,967500,0.26,0.26,0.16
242500,477500,0.37,0.54,0.2
272500,642500,0.45,1.89,0.31
287500,732500,0.64,0.76,0.39
37500,497500,0.26,1.26,0.19
252500,212500,0.47,1.55,0.34
292500,927500,0.3,0.29,0.16
247500,827500,0.26,0.27,0.16
322500,742500,0.3,0.9,0.18
357500,842500,0.37,1.07,0.2
287500,97500,0.47,1.53,0.24
382500,492500,1.06,1.71,0.8
317500,532500,0.4,1.48,0.3
387500,672500,0.44,0.59,0.25
272500,77500,0.98,1.59,0.56
477500,497500,0.84,1.25,0.54
482500,432500,0.55,2.03,0.42
272500,322500,0.51,0.82,0.33
242500,377500,0.37,1.43,0.23
297500,102500,0.46,1.92,0.22
372500,547500,0.66,1.32,0.43
277500,337500,0.78,1.21,0.53
212500,92500,0.5,1.22,0.27
137500,577500,0.5,1.39,0.29
407500,567500,0.4,1.3,0.25
297500,937500,0.33,0.32,0.18
402500,422500,0.95,1.88,0.71
287500,337500,0.7,1.26,0.47
272500,542500,0.31,0.79,0.16
642500,262500,0.62,1.42,0.27
262500,327500,0.43,0.73,0.26
272500,757500,0.49,0.52,0.3
577500,167500,0.77,1.09,0.32
392500,102500,0.54,2.01,0.25
417500,172500,0.68,1.68,0.26
447500,1122500,0.32,0.37,0.18
457500,487500,0.67,1.54,0.44
502500,237500,0.75,1.33,0.3
352500,152500,0.62,1.99,0.28
237500,347500,0.36,0.64,0.23
357500,532500,0.39,1.65,0.29
507500,227500,0.82,1.42,0.29
352500,647500,0.52,1.26,0.31
202500,682500,0.43,0.68,0.31
377500,812500,0.5,1.41,0.28
402500,207500,0.7,1.5,0.31
487500,307500,0.79,1.53,0.35
207500,827500,0.46,0.41,0.34
392500,107500,0.56,1.93,0.26
357500,222500,0.55,1.93,0.33
377500,342500,0.6,2.88,0.34
227500,662500,0.48,0.82,0.33
287500,697500,0.4,0.97,0.3
222500,807500,0.38,0.34,0.25
402500,467500,0.97,1.49,0.67
507500,157500,0.65,0.98,0.25
247500,867500,0.47,0.4,0.27
217500,757500,0.64,0.73,0.49
152500,517500,0.42,2.79,0.27
227500,807500,0.37,0.32,0.24
317500,542500,0.34,2.3,0.28
322500,817500,0.55,0.57,0.31
217500,467500,0.33,0.48,0.16
317500,127500,0.46,1.79,0.24
232500,562500,0.39,1.13,0.25
267500,37500,0.4,0.56,0.18
332500,497500,0.64,1.27,0.54
437500,177500,0.71,1.39,0.27
467500,497500,0.86,1.48,0.56
527500,107500,0.62,1.26,0.26
392500,797500,0.48,0.89,0.29
297500,637500,0.42,1.38,0.26
147500,817500,0.32,0.31,0.24
287500,87500,0.59,1.29,0.32
437500,487500,0.44,2.48,0.31
352500,287500,0.53,1.78,0.27
567500,237500,0.76,1.45,0.31
277500,302500,0.45,1.01,0.31
377500,637500,0.36,1.31,0.21
387500,777500,0.39,1.29,0.23
522500,297500,0.69,5.38,0.36
292500,102500,0.43,1.71,0.21
242500,362500,0.34,0.62,0.22
412500,567500,0.43,1.64,0.28
362500,327500,0.46,2.35,0.24
577500,327500,0.69,1.77,0.31
397500,507500,1,1.56,0.7
377500,432500,0.73,2.45,0.59
242500,882500,0.4,0.35,0.24
302500,202500,0.95,1.58,0.68
577500,112500,0.63,0.91,0.26
382500,177500,0.63,1.71,0.28
487500,222500,0.68,2.17,0.25
572500,142500,0.64,1.18,0.29
387500,547500,0.91,1.38,0.57
207500,672500,0.35,0.59,0.25
372500,287500,0.56,1.69,0.31
197500,732500,0.37,0.52,0.29
237500,857500,0.27,0.25,0.16
142500,792500,0.27,0.31,0.2
412500,187500,0.65,2.02,0.28
457500,477500,0.55,1.54,0.37
382500,412500,0.74,1.86,0.59
167500,822500,0.25,0.29,0.19
387500,807500,0.46,1.06,0.27
102500,882500,0.19,0.17,0.12
7500,517500,0.22,0.74,0.16
162500,787500,0.21,0.2,0.15
472500,222500,0.66,1.5,0.26
632500,277500,0.65,2.63,0.29
532500,192500,0.81,1.44,0.29
302500,267500,0.6,1.23,0.36
487500,447500,0.63,1.95,0.48
447500,237500,0.73,1.77,0.3
427500,172500,0.7,1.9,0.27
517500,442500,0.59,2.36,0.42
357500,557500,0.44,1.39,0.27
332500,802500,0.53,0.57,0.3
332500,432500,0.43,1.22,0.27
607500,252500,0.67,1.84,0.29
572500,347500,0.59,0.61,0.26
357500,477500,0.46,1.8,0.32
412500,637500,0.42,0.81,0.24
217500,902500,0.24,0.23,0.15
122500,907500,0.29,0.28,0.22
327500,597500,0.5,0.97,0.3
277500,687500,0.52,1.15,0.38
342500,457500,0.4,1.24,0.33
152500,767500,0.27,0.34,0.2
397500,277500,0.76,1.87,0.35
532500,147500,0.71,1.21,0.3
562500,302500,0.6,1.4,0.28
242500,57500,0.46,0.96,0.23
257500,657500,0.44,1.43,0.3
257500,967500,0.25,0.25,0.15
377500,837500,0.37,1.24,0.2
607500,327500,0.66,2.22,0.31
642500,247500,0.61,0.81,0.26
352500,262500,0.47,1.73,0.24
287500,267500,0.76,1.16,0.48
187500,77500,0.36,0.48,0.18
242500,137500,0.37,0.51,0.18
382500,417500,0.92,1.68,0.7
287500,577500,0.38,1.51,0.25
352500,822500,0.52,0.85,0.29
267500,692500,0.47,0.97,0.32
182500,697500,0.33,0.56,0.23
202500,727500,0.47,0.67,0.37
432500,1172500,0.34,0.39,0.19
227500,702500,0.58,0.82,0.44
212500,862500,0.35,0.3,0.23
537500,227500,0.74,1.31,0.28
317500,112500,0.59,2.19,0.29
267500,772500,0.5,0.44,0.29
372500,517500,0.53,1.81,0.38
517500,462500,0.53,1.26,0.36
442500,402500,0.66,1.77,0.63
567500,247500,0.72,1.38,0.3
67500,492500,0.26,1.57,0.15
287500,822500,0.29,0.29,0.15
417500,1157500,0.32,0.35,0.18
422500,182500,0.73,1.85,0.28
427500,227500,0.72,1.58,0.3
217500,647500,0.27,0.54,0.19
237500,592500,0.66,1.34,0.47
542500,382500,0.71,1.65,0.35
122500,657500,0.28,0.54,0.16
212500,802500,0.36,0.36,0.27
412500,337500,0.66,2.74,0.36
452500,132500,0.65,1.32,0.27
392500,307500,0.68,2.57,0.36
192500,797500,0.47,0.48,0.38
322500,112500,0.64,2.61,0.32
367500,752500,0.39,0.97,0.24
517500,372500,0.64,1.33,0.31
252500,842500,0.2,0.38,0.14
402500,97500,0.54,1.5,0.29
142500,562500,0.49,1.71,0.28
152500,762500,0.29,0.39,0.22
157500,937500,0.17,0.15,0.11
137500,482500,0.8,2.08,0.45
327500,537500,0.48,1.77,0.35
377500,492500,1,1.69,0.76
442500,352500,0.79,2.33,0.59
327500,227500,0.91,1.45,0.52
152500,502500,0.43,2.28,0.25
397500,182500,0.55,2.15,0.22
312500,357500,0.44,1.58,0.32
472500,352500,0.69,1.96,0.38
407500,557500,0.5,1.38,0.32
337500,397500,0.49,1.38,0.33
437500,572500,0.5,0.72,0.31
477500,237500,0.68,2.15,0.26
542500,322500,0.63,1.34,0.31
107500,912500,0.32,0.29,0.23
557500,187500,0.67,1.14,0.27
357500,422500,0.6,2.24,0.41
412500,237500,0.75,1.68,0.34
347500,437500,0.44,3.05,0.3
157500,832500,0.35,0.38,0.31
372500,157500,0.63,2.05,0.32
267500,857500,0.18,0.5,0.1
47500,512500,0.25,1.88,0.16
352500,787500,0.92,0.98,0.52
527500,137500,0.72,1.33,0.32
647500,302500,0.61,1.23,0.27
262500,292500,0.29,0.56,0.17
297500,957500,0.31,0.36,0.18
502500,372500,0.67,1.81,0.34
147500,502500,0.48,2.52,0.27
222500,232500,0.52,1.77,0.37
327500,192500,0.63,1.31,0.38
197500,57500,0.58,1.32,0.37
237500,917500,0.32,0.31,0.2
287500,132500,0.71,1.29,0.36
222500,252500,0.38,0.91,0.24
137500,747500,0.27,0.38,0.19
252500,852500,0.2,0.51,0.13
387500,507500,1.06,1.65,0.76
567500,232500,0.7,1.45,0.29
277500,187500,0.5,0.7,0.43
427500,452500,0.65,2,0.45
312500,822500,0.36,0.42,0.19
277500,817500,0.47,0.34,0.26
202500,892500,0.24,0.21,0.16
342500,632500,0.56,0.96,0.34
442500,1142500,0.48,0.59,0.29
102500,562500,0.32,2.09,0.22
167500,747500,0.34,0.47,0.27
302500,252500,0.57,1.3,0.36
302500,367500,0.47,1.75,0.32
327500,727500,0.3,0.88,0.21
457500,252500,0.74,1.69,0.29
472500,197500,0.77,1.44,0.27
562500,177500,0.7,1.03,0.38
212500,777500,0.32,0.45,0.32
362500,237500,0.53,1.35,0.28
242500,767500,0.62,0.6,0.41
387500,772500,0.36,0.64,0.21
572500,177500,0.68,0.85,0.37
382500,302500,0.56,1.47,0.28
437500,202500,0.58,1.77,0.25
277500,377500,0.56,1.2,0.39
347500,792500,0.9,0.97,0.53
512500,127500,0.59,1.21,0.28
57500,502500,0.34,1.36,0.21
2500,527500,0.16,0.46,0.12
242500,752500,0.54,0.6,0.37
367500,822500,0.44,0.88,0.24
472500,377500,0.67,2.08,0.4
487500,282500,0.79,1.51,0.33
352500,92500,0.42,1.54,0.18
387500,467500,0.97,1.66,0.69
542500,232500,0.75,1.33,0.29
592500,192500,0.66,0.99,0.28
332500,692500,0.35,0.75,0.25
272500,367500,0.97,1.52,0.71
572500,222500,0.69,1.39,0.29
232500,727500,0.7,0.85,0.49
192500,772500,0.42,0.47,0.34
257500,202500,0.44,1.28,0.3
157500,497500,0.42,2.19,0.31
182500,22500,0.41,0.67,0.22
387500,282500,0.58,1.63,0.3
467500,412500,0.6,1.58,0.54
167500,612500,0.39,1.05,0.24
362500,647500,0.48,1.46,0.27
522500,257500,0.66,1.37,0.25
222500,222500,0.47,1.76,0.32
167500,812500,0.26,0.28,0.2
382500,252500,0.55,1.7,0.32
247500,482500,0.37,0.55,0.2
267500,252500,0.59,1.11,0.38
552500,372500,0.65,1.8,0.3
347500,397500,0.52,1.48,0.41
42500,512500,0.25,1.84,0.16
317500,707500,0.45,1.27,0.35
347500,452500,0.45,2.9,0.3
507500,337500,0.68,1.65,0.31
232500,52500,0.44,0.71,0.22
292500,242500,0.72,1.12,0.43
97500,912500,0.22,0.19,0.16
302500,812500,0.39,0.35,0.21
342500,537500,0.56,2.9,0.42
397500,317500,0.66,1.68,0.35
402500,142500,0.62,1.66,0.25
237500,642500,0.28,1.79,0.19
412500,267500,0.64,1.63,0.28
432500,452500,0.59,1.92,0.43
427500,467500,0.64,2.22,0.47
457500,347500,0.76,1.92,0.47
602500,232500,0.7,1.3,0.31
297500,807500,0.44,0.36,0.23
567500,252500,0.72,1.3,0.29
532500,112500,0.67,1.12,0.3
552500,302500,0.57,1.31,0.26
297500,792500,0.67,0.53,0.39
132500,937500,0.22,0.18,0.15
167500,707500,0.27,0.36,0.19
387500,87500,0.55,1.04,0.28
417500,517500,0.48,1.87,0.33
487500,312500,0.83,1.69,0.37
427500,507500,0.45,2.17,0.31
302500,782500,0.7,0.61,0.42
567500,337500,0.62,0.94,0.27
572500,252500,0.72,1.35,0.3
527500,252500,0.65,1.26,0.24
232500,942500,0.4,0.4,0.26
252500,757500,0.42,0.45,0.27
292500,657500,0.39,1.58,0.24
352500,477500,0.43,1.48,0.29
197500,872500,0.36,0.3,0.24
282500,122500,0.57,1.42,0.28
417500,342500,0.71,2.63,0.39
627500,262500,0.65,1.81,0.29
272500,312500,0.7,1.11,0.46
242500,652500,0.36,2.01,0.25
457500,162500,0.67,1.13,0.27
522500,152500,0.77,1.16,0.3
407500,257500,0.58,1.48,0.27
357500,212500,0.66,1.41,0.37
547500,277500,0.61,1.43,0.3
232500,607500,0.34,1.86,0.24
347500,402500,0.5,1.46,0.38
472500,502500,0.91,1.47,0.58
477500,137500,0.7,1.19,0.35
292500,307500,0.67,1.13,0.41
407500,152500,0.62,1.22,0.24
547500,347500,0.63,0.8,0.28
372500,87500,0.47,1.41,0.21
312500,927500,0.28,0.81,0.15
352500,267500,0.45,1.81,0.24
317500,97500,0.55,1.91,0.27
382500,297500,0.56,1.69,0.29
377500,327500,0.52,2.73,0.27
132500,502500,0.45,3.28,0.24
257500,692500,0.36,0.94,0.25
152500,757500,0.28,0.38,0.24
387500,642500,0.35,1.17,0.2
337500,602500,0.62,1.07,0.38
217500,827500,0.51,0.42,0.36
317500,252500,0.74,1.32,0.41
402500,202500,0.64,1.44,0.28
262500,207500,0.5,1.17,0.32
572500,282500,0.58,1.42,0.26
627500,232500,0.76,0.77,0.45
152500,37500,0.47,1.22,0.26
517500,472500,0.59,2.3,0.38
552500,157500,0.8,1.3,0.34
387500,357500,0.69,2.4,0.45
327500,717500,0.4,0.97,0.28
457500,1137500,0.39,0.42,0.22
302500,192500,0.78,1.46,0.53
227500,797500,0.36,0.37,0.26
527500,232500,0.76,1.49,0.27
487500,332500,0.76,1.52,0.34
602500,337500,0.66,1.46,0.3
217500,917500,0.29,0.25,0.18
377500,507500,0.77,1.9,0.59
372500,762500,0.37,0.89,0.23
417500,392500,1.33,1.8,0.89
332500,1032500,0.31,0.45,0.18
327500,257500,0.63,1.59,0.35
372500,322500,0.47,2.37,0.24
437500,337500,0.73,1.76,0.38
147500,862500,0.3,0.31,0.22
297500,652500,0.38,1.32,0.23
357500,537500,0.38,1.81,0.27
377500,282500,0.54,1.51,0.28
322500,192500,0.73,1.32,0.48
207500,222500,0.45,1.77,0.32
352500,1052500,0.27,0.29,0.15
332500,417500,0.41,0.73,0.27
392500,602500,0.63,0.98,0.37
